Method,Bucket,Operation,Time_Sec,Memory_MB,CPU_Usage_Percent,Accuracy
kNN,bucket_1.arff,Load,0.025210857391357422,0.73046875,,
kNN,bucket_10.arff,Load,0.02297806739807129,0.33984375,,
kNN,bucket_2.arff,Load,0.02357196807861328,0.03515625,,
kNN,bucket_3.arff,Load,0.023698091506958008,0.03515625,,
kNN,bucket_4.arff,Load,0.023267030715942383,0.0234375,,
kNN,bucket_5.arff,Load,0.024428844451904297,0.02734375,,
kNN,bucket_6.arff,Load,0.024782896041870117,0.01171875,,
kNN,bucket_7.arff,Load,0.02501082420349121,0.03515625,,
kNN,bucket_8.arff,Load,0.02546095848083496,0.0234375,,
kNN,bucket_9.arff,Load,0.027328968048095703,0.0234375,,
kNN,bucket_1.arff,Scaling,0.002546072006225586,0.21484375,,
kNN,bucket_1.arff,Training,0.0023469924926757812,0.2734375,,
kNN,bucket_1.arff,Prediction,0.02751302719116211,0.2421875,,
kNN,bucket_1.arff,Accuracy,0,0,,1.0
kNN,bucket_10.arff,Scaling,0.0020601749420166016,0.2578125,,
kNN,bucket_10.arff,Training,0.001237630844116211,0.06640625,,
kNN,bucket_10.arff,Prediction,0.025748252868652344,0.0390625,,
kNN,bucket_10.arff,Accuracy,0,0,,1.0
kNN,bucket_2.arff,Scaling,0.002373933792114258,0.234375,,
kNN,bucket_2.arff,Training,0.0014750957489013672,0.109375,,
kNN,bucket_2.arff,Prediction,0.025065183639526367,0.0078125,,
kNN,bucket_2.arff,Accuracy,0,0,,1.0
kNN,bucket_3.arff,Scaling,0.0022149085998535156,0.09765625,,
kNN,bucket_3.arff,Training,0.0010008811950683594,0.0078125,,
kNN,bucket_3.arff,Prediction,0.022558927536010742,0.02734375,,
kNN,bucket_3.arff,Accuracy,0,0,,0.24838709677419354
kNN,bucket_4.arff,Scaling,0.0033071041107177734,0.01953125,,
kNN,bucket_4.arff,Training,0.0013840198516845703,0.0546875,,
kNN,bucket_4.arff,Prediction,0.022623062133789062,0.03515625,,
kNN,bucket_4.arff,Accuracy,0,0,,0.8612903225806452
kNN,bucket_5.arff,Scaling,0.002260923385620117,0.08984375,,
kNN,bucket_5.arff,Training,0.0018270015716552734,0.015625,,
kNN,bucket_5.arff,Prediction,0.024618864059448242,0.0,,
kNN,bucket_5.arff,Accuracy,0,0,,0.932258064516129
kNN,bucket_6.arff,Scaling,0.0022132396697998047,0.08203125,,
kNN,bucket_6.arff,Training,0.0015711784362792969,0.01171875,,
kNN,bucket_6.arff,Prediction,0.027111291885375977,0.00390625,,
kNN,bucket_6.arff,Accuracy,0,0,,1.0
kNN,bucket_7.arff,Scaling,0.0021507740020751953,0.0,,
kNN,bucket_7.arff,Training,0.0015647411346435547,0.01171875,,
kNN,bucket_7.arff,Prediction,0.022442102432250977,0.03125,,
kNN,bucket_7.arff,Accuracy,0,0,,0.7451612903225806
kNN,bucket_8.arff,Scaling,0.002897977828979492,0.0,,
kNN,bucket_8.arff,Training,0.0010118484497070312,0.00390625,,
kNN,bucket_8.arff,Prediction,0.022060871124267578,0.0,,
kNN,bucket_8.arff,Accuracy,0,0,,0.4870967741935484
