Method,Bucket,Operation,Time_Sec,Memory_MB,CPU_Usage_Percent,Accuracy
kNN,bucket_1.arff,Load,0.09429788589477539,2.7578125,,
kNN,bucket_10.arff,Load,0.09110522270202637,1.2109375,,
kNN,bucket_2.arff,Load,0.08943915367126465,0.0234375,,
kNN,bucket_3.arff,Load,0.0944671630859375,0.03515625,,
kNN,bucket_4.arff,Load,0.09216713905334473,0.03125,,
kNN,bucket_5.arff,Load,0.08674812316894531,0.0625,,
kNN,bucket_6.arff,Load,0.08926987648010254,0.02734375,,
kNN,bucket_7.arff,Load,0.09237504005432129,0.0078125,,
kNN,bucket_8.arff,Load,0.09084630012512207,0.01953125,,
kNN,bucket_9.arff,Load,0.09399795532226562,0.02734375,,
kNN,bucket_1.arff,Scaling,0.006335020065307617,0.375,,
kNN,bucket_1.arff,Training,0.004285097122192383,0.53125,,
kNN,bucket_1.arff,Prediction,0.09155821800231934,0.57421875,,
kNN,bucket_1.arff,Accuracy,0,0,,1.0
kNN,bucket_10.arff,Scaling,0.0034949779510498047,0.1796875,,
kNN,bucket_10.arff,Training,0.0012459754943847656,0.1953125,,
kNN,bucket_10.arff,Prediction,0.09013700485229492,0.37109375,,
kNN,bucket_10.arff,Accuracy,0,0,,1.0
kNN,bucket_2.arff,Scaling,0.002956867218017578,0.05859375,,
kNN,bucket_2.arff,Training,0.0011000633239746094,0.12890625,,
kNN,bucket_2.arff,Prediction,0.0904090404510498,0.078125,,
kNN,bucket_2.arff,Accuracy,0,0,,1.0
kNN,bucket_3.arff,Scaling,0.002670764923095703,0.0,,
kNN,bucket_3.arff,Training,0.0010890960693359375,0.0078125,,
kNN,bucket_3.arff,Prediction,0.08455491065979004,0.171875,,
kNN,bucket_3.arff,Accuracy,0,0,,0.2782258064516129
kNN,bucket_4.arff,Scaling,0.0026679039001464844,0.01953125,,
kNN,bucket_4.arff,Training,0.0011167526245117188,0.1328125,,
kNN,bucket_4.arff,Prediction,0.08299779891967773,0.03125,,
kNN,bucket_4.arff,Accuracy,0,0,,0.8282258064516129
kNN,bucket_5.arff,Scaling,0.002732992172241211,0.0390625,,
kNN,bucket_5.arff,Training,0.0013380050659179688,0.0,,
kNN,bucket_5.arff,Prediction,0.08790302276611328,0.015625,,
kNN,bucket_5.arff,Accuracy,0,0,,1.0
kNN,bucket_6.arff,Scaling,0.002676248550415039,0.0,,
kNN,bucket_6.arff,Training,0.0010449886322021484,0.0,,
kNN,bucket_6.arff,Prediction,0.08516621589660645,0.01171875,,
kNN,bucket_6.arff,Accuracy,0,0,,1.0
kNN,bucket_7.arff,Scaling,0.002914905548095703,0.05078125,,
kNN,bucket_7.arff,Training,0.0010900497436523438,0.12890625,,
kNN,bucket_7.arff,Prediction,0.08181095123291016,0.0,,
kNN,bucket_7.arff,Accuracy,0,0,,0.7508064516129033
kNN,bucket_8.arff,Scaling,0.0026502609252929688,0.0,,
kNN,bucket_8.arff,Training,0.001116037368774414,0.0,,
kNN,bucket_8.arff,Prediction,0.08379197120666504,0.015625,,
kNN,bucket_8.arff,Accuracy,0,0,,0.4991935483870968
