Method,Bucket,Operation,Time_Sec,Memory_MB,CPU_Usage_Percent,Accuracy
kNN,bucket_1.arff,Load,0.04219508171081543,1.625,,
kNN,bucket_10.arff,Load,0.048933982849121094,0.81640625,,
kNN,bucket_2.arff,Load,0.04985499382019043,0.0390625,,
kNN,bucket_3.arff,Load,0.04936099052429199,0.0390625,,
kNN,bucket_4.arff,Load,0.052297115325927734,0.0390625,,
kNN,bucket_5.arff,Load,0.05242180824279785,0.03125,,
kNN,bucket_6.arff,Load,0.05087995529174805,0.0,,
kNN,bucket_7.arff,Load,0.05487489700317383,0.0078125,,
kNN,bucket_8.arff,Load,0.054418087005615234,0.015625,,
kNN,bucket_9.arff,Load,0.05388689041137695,0.0078125,,
kNN,bucket_1.arff,Scaling,0.006107807159423828,0.3359375,,
kNN,bucket_1.arff,Training,0.00458979606628418,0.38671875,,
kNN,bucket_1.arff,Prediction,0.05722498893737793,0.38671875,,
kNN,bucket_1.arff,Accuracy,0,0,,0.4691516709511568
kNN,bucket_10.arff,Scaling,0.003030061721801758,0.16015625,,
kNN,bucket_10.arff,Training,0.0011060237884521484,0.3359375,,
kNN,bucket_10.arff,Prediction,0.052063941955566406,0.0234375,,
kNN,bucket_10.arff,Accuracy,0,0,,0.5496774193548387
kNN,bucket_2.arff,Scaling,0.0022029876708984375,0.12109375,,
kNN,bucket_2.arff,Training,0.0010712146759033203,0.05859375,,
kNN,bucket_2.arff,Prediction,0.046427011489868164,0.0390625,,
kNN,bucket_2.arff,Accuracy,0,0,,0.5535483870967742
kNN,bucket_3.arff,Scaling,0.0021560192108154297,0.0,,
kNN,bucket_3.arff,Training,0.0011990070343017578,0.01171875,,
kNN,bucket_3.arff,Prediction,0.047226667404174805,0.15234375,,
kNN,bucket_3.arff,Accuracy,0,0,,0.6387096774193548
kNN,bucket_4.arff,Scaling,0.002330780029296875,0.08984375,,
kNN,bucket_4.arff,Training,0.0011219978332519531,0.078125,,
kNN,bucket_4.arff,Prediction,0.04551076889038086,0.0,,
kNN,bucket_4.arff,Accuracy,0,0,,0.5574193548387096
kNN,bucket_5.arff,Scaling,0.002151012420654297,0.03125,,
kNN,bucket_5.arff,Training,0.0009021759033203125,0.0,,
kNN,bucket_5.arff,Prediction,0.04485917091369629,0.0,,
kNN,bucket_5.arff,Accuracy,0,0,,0.6412903225806451
kNN,bucket_6.arff,Scaling,0.0020411014556884766,0.0,,
kNN,bucket_6.arff,Training,0.0009148120880126953,0.0625,,
kNN,bucket_6.arff,Prediction,0.047853946685791016,0.015625,,
kNN,bucket_6.arff,Accuracy,0,0,,0.5806451612903226
kNN,bucket_7.arff,Scaling,0.0020759105682373047,0.0,,
kNN,bucket_7.arff,Training,0.001157999038696289,0.0,,
kNN,bucket_7.arff,Prediction,0.04293107986450195,0.01171875,,
kNN,bucket_7.arff,Accuracy,0,0,,0.56
kNN,bucket_8.arff,Scaling,0.0020868778228759766,0.0,,
kNN,bucket_8.arff,Training,0.0010762214660644531,0.0,,
kNN,bucket_8.arff,Prediction,0.04591774940490723,0.0,,
kNN,bucket_8.arff,Accuracy,0,0,,0.7161290322580646
