Method,Bucket,Operation,Time_Sec,Memory_MB,CPU_Usage_Percent,Accuracy
kNN,bucket_1.arff,Load,0.08502507209777832,2.7578125,,
kNN,bucket_10.arff,Load,0.07741999626159668,1.19140625,,
kNN,bucket_2.arff,Load,0.06987428665161133,0.19921875,,
kNN,bucket_3.arff,Load,0.06571698188781738,0.05078125,,
kNN,bucket_4.arff,Load,0.06818103790283203,0.02734375,,
kNN,bucket_5.arff,Load,0.0691688060760498,0.0234375,,
kNN,bucket_6.arff,Load,0.06675910949707031,0.02734375,,
kNN,bucket_7.arff,Load,0.07058382034301758,0.01953125,,
kNN,bucket_8.arff,Load,0.060647010803222656,0.0078125,,
kNN,bucket_9.arff,Load,0.06621384620666504,0.0,,
kNN,bucket_1.arff,Scaling,0.0012600421905517578,0.3359375,,
kNN,bucket_1.arff,Training,0.0010128021240234375,0.51171875,,
kNN,bucket_1.arff,Prediction,0.06090211868286133,0.53515625,,
kNN,bucket_1.arff,Accuracy,0,0,,1.0
kNN,bucket_10.arff,Scaling,0.0018627643585205078,0.20703125,,
kNN,bucket_10.arff,Training,0.00074005126953125,0.15234375,,
kNN,bucket_10.arff,Prediction,0.05545210838317871,0.39453125,,
kNN,bucket_10.arff,Accuracy,0,0,,1.0
kNN,bucket_2.arff,Scaling,0.0018260478973388672,0.04296875,,
kNN,bucket_2.arff,Training,0.0009930133819580078,0.13671875,,
kNN,bucket_2.arff,Prediction,0.05674910545349121,0.0859375,,
kNN,bucket_2.arff,Accuracy,0,0,,1.0
kNN,bucket_3.arff,Scaling,0.001753091812133789,0.0546875,,
kNN,bucket_3.arff,Training,0.0006799697875976562,0.140625,,
kNN,bucket_3.arff,Prediction,0.06148386001586914,0.171875,,
kNN,bucket_3.arff,Accuracy,0,0,,0.09105560032232071
kNN,bucket_4.arff,Scaling,0.002131223678588867,0.03515625,,
kNN,bucket_4.arff,Training,0.0007879734039306641,0.12890625,,
kNN,bucket_4.arff,Prediction,0.05938577651977539,0.02734375,,
kNN,bucket_4.arff,Accuracy,0,0,,1.0
kNN,bucket_5.arff,Scaling,0.0018041133880615234,0.0,,
kNN,bucket_5.arff,Training,0.0007469654083251953,0.0078125,,
kNN,bucket_5.arff,Prediction,0.05834174156188965,0.0078125,,
kNN,bucket_5.arff,Accuracy,0,0,,1.0
kNN,bucket_6.arff,Scaling,0.0018069744110107422,0.0,,
kNN,bucket_6.arff,Training,0.0006480216979980469,0.0,,
kNN,bucket_6.arff,Prediction,0.05243182182312012,0.0546875,,
kNN,bucket_6.arff,Accuracy,0,0,,1.0
kNN,bucket_7.arff,Scaling,0.0017981529235839844,0.0,,
kNN,bucket_7.arff,Training,0.0006630420684814453,0.00390625,,
kNN,bucket_7.arff,Prediction,0.05284619331359863,0.00390625,,
kNN,bucket_7.arff,Accuracy,0,0,,0.6790322580645162
kNN,bucket_8.arff,Scaling,0.002017974853515625,0.0390625,,
kNN,bucket_8.arff,Training,0.0006620883941650391,0.05078125,,
kNN,bucket_8.arff,Prediction,0.050978899002075195,0.01171875,,
kNN,bucket_8.arff,Accuracy,0,0,,0.9975806451612903
