Sampling_Multiplier,Bucket,Operation,Time_Sec,Memory_MB,CPU_Usage_Percent,Accuracy
0.1,bucket_1.arff,Load,0.004864931106567383,0.13671875,0.0,
0.1,bucket_10.arff,Load,0.0067179203033447266,0.12109375,0.0,
0.1,bucket_2.arff,Load,0.01591205596923828,0.1796875,0.0,
0.1,bucket_3.arff,Load,0.006723165512084961,0.015625,0.0,
0.1,bucket_4.arff,Load,0.005315065383911133,0.0234375,0.0,
0.1,bucket_5.arff,Load,0.001645803451538086,0.00390625,0.0,
0.1,bucket_6.arff,Load,0.0013930797576904297,0.00390625,0.0,
0.1,bucket_7.arff,Load,0.0011181831359863281,0.0078125,0.0,
0.1,bucket_8.arff,Load,0.00921773910522461,0.046875,0.0,
0.1,bucket_9.arff,Load,0.004736185073852539,0.0078125,0.0,
0.1,bucket_1.arff,Scaling,0.001322031021118164,0.0703125,0.0,
0.1,bucket_1.arff,Training,0.0015459060668945312,0.16015625,95.8,
0.1,bucket_1.arff,Prediction,0.006186962127685547,0.16796875,97.9,
0.1,bucket_1.arff,Accuracy,0,0,94.8,0.546875
0.1,bucket_10.arff,Scaling,0.0010471343994140625,0.03125,0.0,
0.1,bucket_10.arff,Training,0.0007398128509521484,0.03515625,100.0,
0.1,bucket_10.arff,Prediction,0.013411998748779297,0.07421875,96.9,
0.1,bucket_10.arff,Accuracy,0,0,95.2,0.5506329113924051
0.1,bucket_2.arff,Scaling,0.0012249946594238281,0.09375,0.0,
0.1,bucket_2.arff,Training,0.0008251667022705078,0.03125,100.0,
0.1,bucket_2.arff,Prediction,0.0076007843017578125,0.01171875,97.1,
0.1,bucket_2.arff,Accuracy,0,0,92.3,0.6956521739130435
0.1,bucket_3.arff,Scaling,0.001947164535522461,0.1171875,0.0,
0.1,bucket_3.arff,Training,0.0009849071502685547,0.0,99.9,
0.1,bucket_3.arff,Prediction,0.00504612922668457,0.02734375,98.3,
0.1,bucket_3.arff,Accuracy,0,0,95.5,0.46808510638297873
0.1,bucket_4.arff,Scaling,0.002427816390991211,0.1171875,0.0,
0.1,bucket_4.arff,Training,0.0014531612396240234,0.015625,99.9,
0.1,bucket_4.arff,Prediction,0.0029523372650146484,0.0,95.2,
0.1,bucket_4.arff,Accuracy,0,0,88.2,0.5
0.1,bucket_5.arff,Scaling,0.0025811195373535156,0.11328125,0.0,
0.1,bucket_5.arff,Training,0.0011260509490966797,0.00390625,98.8,
0.1,bucket_5.arff,Prediction,0.0021529197692871094,0.0,98.6,
0.1,bucket_5.arff,Accuracy,0,0,96.1,0.5
0.1,bucket_6.arff,Scaling,0.001703023910522461,0.05078125,0.0,
0.1,bucket_6.arff,Training,0.0009138584136962891,0.0,99.1,
0.1,bucket_6.arff,Prediction,0.0023479461669921875,0.0,94.1,
0.1,bucket_6.arff,Accuracy,0,0,92.9,0.0
0.1,bucket_7.arff,Scaling,0.002607107162475586,0.03515625,0.0,
0.1,bucket_7.arff,Training,0.0010209083557128906,0.0,99.8,
0.1,bucket_7.arff,Prediction,0.009524345397949219,0.046875,97.9,
0.1,bucket_7.arff,Accuracy,0,0,97.8,0.5333333333333333
0.1,bucket_8.arff,Scaling,0.0023250579833984375,0.01953125,0.0,
0.1,bucket_8.arff,Training,0.0012099742889404297,0.0234375,99.9,
0.1,bucket_8.arff,Prediction,0.005509853363037109,0.0,99.1,
0.1,bucket_8.arff,Accuracy,0,0,94.8,0.6170212765957447
