Sampling_Multiplier,Bucket,Operation,Time_Sec,Memory_MB,CPU_Usage_Percent,Accuracy
0.2,bucket_1.arff,Load,0.005445718765258789,0.015625,0.0,
0.2,bucket_10.arff,Load,0.011789083480834961,0.0390625,0.0,
0.2,bucket_2.arff,Load,0.028106212615966797,0.4765625,0.0,
0.2,bucket_3.arff,Load,0.012002944946289062,0.0,0.0,
0.2,bucket_4.arff,Load,0.009240150451660156,0.0078125,0.0,
0.2,bucket_5.arff,Load,0.0024712085723876953,0.0,0.0,
0.2,bucket_6.arff,Load,0.0021970272064208984,0.0,0.0,
0.2,bucket_7.arff,Load,0.0018770694732666016,0.0,0.0,
0.2,bucket_8.arff,Load,0.01871204376220703,0.0,0.0,
0.2,bucket_9.arff,Load,0.008679866790771484,0.0078125,0.0,
0.2,bucket_1.arff,Scaling,0.0009219646453857422,0.0078125,0.0,
0.2,bucket_1.arff,Training,0.0006620883941650391,0.0,99.9,
0.2,bucket_1.arff,Prediction,0.009505033493041992,0.06640625,99.6,
0.2,bucket_1.arff,Accuracy,0,0,94.5,0.578125
0.2,bucket_10.arff,Scaling,0.0011477470397949219,0.125,0.0,
0.2,bucket_10.arff,Training,0.0010960102081298828,0.015625,93.0,
0.2,bucket_10.arff,Prediction,0.02432990074157715,0.00390625,98.9,
0.2,bucket_10.arff,Accuracy,0,0,96.2,0.6139240506329114
0.2,bucket_2.arff,Scaling,0.0014667510986328125,0.0,0.0,
0.2,bucket_2.arff,Training,0.0010156631469726562,0.0,100.0,
0.2,bucket_2.arff,Prediction,0.011979103088378906,0.0546875,98.0,
0.2,bucket_2.arff,Accuracy,0,0,81.4,0.6131386861313869
0.2,bucket_3.arff,Scaling,0.003075838088989258,0.17578125,0.0,
0.2,bucket_3.arff,Training,0.0011391639709472656,0.13671875,99.8,
0.2,bucket_3.arff,Prediction,0.009460926055908203,0.00390625,96.8,
0.2,bucket_3.arff,Accuracy,0,0,93.6,0.5416666666666666
0.2,bucket_4.arff,Scaling,0.0029959678649902344,0.04296875,0.0,
0.2,bucket_4.arff,Training,0.001210927963256836,0.0,99.1,
0.2,bucket_4.arff,Prediction,0.0037822723388671875,0.0,94.3,
0.2,bucket_4.arff,Accuracy,0,0,95.5,0.47058823529411764
0.2,bucket_5.arff,Scaling,0.0025260448455810547,0.0,0.0,
0.2,bucket_5.arff,Training,0.0014510154724121094,0.0,97.5,
0.2,bucket_5.arff,Prediction,0.003845691680908203,0.0,99.6,
0.2,bucket_5.arff,Accuracy,0,0,89.5,0.5882352941176471
0.2,bucket_6.arff,Scaling,0.0021953582763671875,0.0,0.0,
0.2,bucket_6.arff,Training,0.0013108253479003906,0.0,95.5,
0.2,bucket_6.arff,Prediction,0.0027971267700195312,0.0,94.3,
0.2,bucket_6.arff,Accuracy,0,0,94.5,0.6666666666666666
0.2,bucket_7.arff,Scaling,0.0022177696228027344,0.03125,0.0,
0.2,bucket_7.arff,Training,0.0013282299041748047,0.0,99.4,
0.2,bucket_7.arff,Prediction,0.017359256744384766,0.0,98.8,
0.2,bucket_7.arff,Accuracy,0,0,93.5,0.5238095238095238
0.2,bucket_8.arff,Scaling,0.0028200149536132812,0.08203125,0.0,
0.2,bucket_8.arff,Training,0.001104116439819336,0.01953125,99.7,
0.2,bucket_8.arff,Prediction,0.009808063507080078,0.05078125,96.1,
0.2,bucket_8.arff,Accuracy,0,0,95.7,0.625
