Sampling_Multiplier,Bucket,Operation,Time_Sec,Memory_MB,CPU_Usage_Percent,Accuracy
0.6,bucket_1.arff,Load,0.012457132339477539,-0.0390625,0.0,
0.6,bucket_10.arff,Load,0.036170005798339844,0.28515625,0.0,
0.6,bucket_2.arff,Load,0.08212399482727051,0.70703125,0.0,
0.6,bucket_3.arff,Load,0.034089088439941406,0.3046875,0.0,
0.6,bucket_4.arff,Load,0.023686885833740234,0.0,0.0,
0.6,bucket_5.arff,Load,0.0052280426025390625,0.0,0.0,
0.6,bucket_6.arff,Load,0.005333900451660156,0.0,0.0,
0.6,bucket_7.arff,Load,0.0022459030151367188,0.0,0.0,
0.6,bucket_8.arff,Load,0.05182790756225586,0.0,0.0,
0.6,bucket_9.arff,Load,0.024615764617919922,0.0,0.0,
0.6,bucket_1.arff,Scaling,0.0009448528289794922,0.0,0.0,
0.6,bucket_1.arff,Training,0.0007150173187255859,0.0,99.9,
0.6,bucket_1.arff,Prediction,0.02566385269165039,0.0,99.2,
0.6,bucket_1.arff,Accuracy,0,0,94.4,0.5773195876288659
0.6,bucket_10.arff,Scaling,0.0014081001281738281,0.0,0.0,
0.6,bucket_10.arff,Training,0.0011661052703857422,0.01953125,100.3,
0.6,bucket_10.arff,Prediction,0.06739521026611328,0.0625,99.2,
0.6,bucket_10.arff,Accuracy,0,0,94.9,0.6529535864978903
0.6,bucket_2.arff,Scaling,0.002630949020385742,0.0859375,0.0,
0.6,bucket_2.arff,Training,0.0013108253479003906,0.12890625,96.0,
0.6,bucket_2.arff,Prediction,0.03157663345336914,0.0,98.5,
0.6,bucket_2.arff,Accuracy,0,0,94.5,0.5314009661835749
0.6,bucket_3.arff,Scaling,0.0029320716857910156,0.0,0.0,
0.6,bucket_3.arff,Training,0.0012679100036621094,0.0,99.8,
0.6,bucket_3.arff,Prediction,0.022181034088134766,0.0,99.3,
0.6,bucket_3.arff,Accuracy,0,0,92.5,0.6411149825783972
0.6,bucket_4.arff,Scaling,0.002711772918701172,0.0,0.0,
0.6,bucket_4.arff,Training,0.0016551017761230469,0.0,95.8,
0.6,bucket_4.arff,Prediction,0.0063402652740478516,0.0,98.9,
0.6,bucket_4.arff,Accuracy,0,0,93.8,0.6037735849056604
0.6,bucket_5.arff,Scaling,0.0026292800903320312,0.0,0.0,
0.6,bucket_5.arff,Training,0.001024007797241211,0.0,100.0,
0.6,bucket_5.arff,Prediction,0.005618095397949219,0.0,97.1,
0.6,bucket_5.arff,Accuracy,0,0,96.6,0.5283018867924528
0.6,bucket_6.arff,Scaling,0.0023610591888427734,0.0,0.0,
0.6,bucket_6.arff,Training,0.001055002212524414,0.0,100.0,
0.6,bucket_6.arff,Prediction,0.0030922889709472656,0.0,99.0,
0.6,bucket_6.arff,Accuracy,0,0,94.1,0.5
0.6,bucket_7.arff,Scaling,0.0024073123931884766,0.0,0.0,
0.6,bucket_7.arff,Training,0.0012230873107910156,0.0,99.1,
0.6,bucket_7.arff,Prediction,0.04700899124145508,0.0,98.5,
0.6,bucket_7.arff,Accuracy,0,0,93.8,0.5086887835703001
0.6,bucket_8.arff,Scaling,0.0028591156005859375,0.0,0.0,
0.6,bucket_8.arff,Training,0.0015048980712890625,0.0,97.1,
0.6,bucket_8.arff,Prediction,0.022057056427001953,0.0,98.9,
0.6,bucket_8.arff,Accuracy,0,0,94.5,0.71280276816609
