Sampling_Multiplier,Bucket,Operation,Time_Sec,Memory_MB,CPU_Usage_Percent,Accuracy
0.8,bucket_1.arff,Load,0.0166780948638916,-0.16796875,0.0,
0.8,bucket_10.arff,Load,0.055336952209472656,0.38671875,0.0,
0.8,bucket_2.arff,Load,0.11015510559082031,1.07421875,0.0,
0.8,bucket_3.arff,Load,0.04862785339355469,0.40625,0.0,
0.8,bucket_4.arff,Load,0.03769278526306152,0.0,0.0,
0.8,bucket_5.arff,Load,0.00677800178527832,0.0,0.0,
0.8,bucket_6.arff,Load,0.006807088851928711,0.0,0.0,
0.8,bucket_7.arff,Load,0.0031070709228515625,0.0,0.0,
0.8,bucket_8.arff,Load,0.07077503204345703,0.0078125,0.0,
0.8,bucket_9.arff,Load,0.03222393989562988,0.0,0.0,
0.8,bucket_1.arff,Scaling,0.000946044921875,0.0,0.0,
0.8,bucket_1.arff,Training,0.0007407665252685547,0.0,100.0,
0.8,bucket_1.arff,Prediction,0.03613686561584473,0.00390625,99.1,
0.8,bucket_1.arff,Accuracy,0,0,94.8,0.6085271317829457
0.8,bucket_10.arff,Scaling,0.003126859664916992,0.015625,0.0,
0.8,bucket_10.arff,Training,0.0017659664154052734,0.0,97.6,
0.8,bucket_10.arff,Prediction,0.09337592124938965,0.12890625,98.8,
0.8,bucket_10.arff,Accuracy,0,0,92.0,0.6405384006334125
0.8,bucket_2.arff,Scaling,0.0032019615173339844,0.15625,0.0,
0.8,bucket_2.arff,Training,0.0011310577392578125,0.15234375,99.7,
0.8,bucket_2.arff,Prediction,0.03908991813659668,0.0,99.3,
0.8,bucket_2.arff,Accuracy,0,0,90.9,0.463768115942029
0.8,bucket_3.arff,Scaling,0.0027549266815185547,0.0,0.0,
0.8,bucket_3.arff,Training,0.001149892807006836,0.02734375,100.0,
0.8,bucket_3.arff,Prediction,0.10265278816223145,0.0,33.1,
0.8,bucket_3.arff,Accuracy,0,0,95.7,0.6579634464751958
0.8,bucket_4.arff,Scaling,0.002225160598754883,0.0,0.0,
0.8,bucket_4.arff,Training,0.001007080078125,0.0,100.0,
0.8,bucket_4.arff,Prediction,0.006846904754638672,0.0,98.5,
0.8,bucket_4.arff,Accuracy,0,0,88.5,0.647887323943662
0.8,bucket_5.arff,Scaling,0.002532958984375,0.0,0.0,
0.8,bucket_5.arff,Training,0.001062154769897461,0.0,99.9,
0.8,bucket_5.arff,Prediction,0.00608515739440918,0.0,99.7,
0.8,bucket_5.arff,Accuracy,0,0,94.8,0.5070422535211268
0.8,bucket_6.arff,Scaling,0.002746105194091797,0.0,0.0,
0.8,bucket_6.arff,Training,0.0011661052703857422,0.0,99.1,
0.8,bucket_6.arff,Prediction,0.0037279129028320312,0.0,99.8,
0.8,bucket_6.arff,Accuracy,0,0,94.8,0.5833333333333334
0.8,bucket_7.arff,Scaling,0.0023779869079589844,0.0,0.0,
0.8,bucket_7.arff,Training,0.0010411739349365234,0.0,100.0,
0.8,bucket_7.arff,Prediction,0.06426501274108887,0.0,98.9,
0.8,bucket_7.arff,Accuracy,0,0,90.8,0.566350710900474
0.8,bucket_8.arff,Scaling,0.0031397342681884766,0.0,0.0,
0.8,bucket_8.arff,Training,0.001386880874633789,0.00390625,94.8,
0.8,bucket_8.arff,Prediction,0.028853893280029297,0.0,99.2,
0.8,bucket_8.arff,Accuracy,0,0,85.5,0.7090909090909091
