Sampling_Multiplier,Bucket,Operation,Time_Sec,Memory_MB,CPU_Usage_Percent,Accuracy
0.7,bucket_1.arff,Load,0.014886856079101562,0.0,0.0,
0.7,bucket_10.arff,Load,0.037767887115478516,0.33203125,0.0,
0.7,bucket_2.arff,Load,0.0945432186126709,0.8125,0.0,
0.7,bucket_3.arff,Load,0.042620182037353516,0.35546875,0.0,
0.7,bucket_4.arff,Load,0.030518054962158203,0.0,0.0,
0.7,bucket_5.arff,Load,0.006514310836791992,0.0,0.0,
0.7,bucket_6.arff,Load,0.006170988082885742,0.0,0.0,
0.7,bucket_7.arff,Load,0.0028328895568847656,0.0,0.0,
0.7,bucket_8.arff,Load,0.06204390525817871,0.0,0.0,
0.7,bucket_9.arff,Load,0.03073906898498535,0.0,0.0,
0.7,bucket_1.arff,Scaling,0.0009729862213134766,0.03125,0.0,
0.7,bucket_1.arff,Training,0.000782012939453125,0.0,99.9,
0.7,bucket_1.arff,Prediction,0.030204296112060547,0.00390625,99.2,
0.7,bucket_1.arff,Accuracy,0,0,94.8,0.6371681415929203
0.7,bucket_10.arff,Scaling,0.0021102428436279297,0.0,0.0,
0.7,bucket_10.arff,Training,0.0011148452758789062,0.0,99.5,
0.7,bucket_10.arff,Prediction,0.07731986045837402,0.0,98.8,
0.7,bucket_10.arff,Accuracy,0,0,94.5,0.6398190045248868
0.7,bucket_2.arff,Scaling,0.002749204635620117,0.14453125,0.0,
0.7,bucket_2.arff,Training,0.0015370845794677734,0.22265625,97.3,
0.7,bucket_2.arff,Prediction,0.03549003601074219,0.0,99.3,
0.7,bucket_2.arff,Accuracy,0,0,94.1,0.5279503105590062
0.7,bucket_3.arff,Scaling,0.002785921096801758,0.0,0.0,
0.7,bucket_3.arff,Training,0.0011038780212402344,0.02734375,99.9,
0.7,bucket_3.arff,Prediction,0.02572798728942871,0.0,98.3,
0.7,bucket_3.arff,Accuracy,0,0,94.3,0.6537313432835821
0.7,bucket_4.arff,Scaling,0.0023910999298095703,0.078125,0.0,
0.7,bucket_4.arff,Training,0.0012180805206298828,0.015625,100.0,
0.7,bucket_4.arff,Prediction,0.006616830825805664,0.0,97.4,
0.7,bucket_4.arff,Accuracy,0,0,87.4,0.6612903225806451
0.7,bucket_5.arff,Scaling,0.0025489330291748047,0.0,0.0,
0.7,bucket_5.arff,Training,0.0011188983917236328,0.0,99.9,
0.7,bucket_5.arff,Prediction,0.005882978439331055,0.0,99.7,
0.7,bucket_5.arff,Accuracy,0,0,90.8,0.4838709677419355
0.7,bucket_6.arff,Scaling,0.0026319026947021484,0.0,0.0,
0.7,bucket_6.arff,Training,0.0014269351959228516,0.0,95.6,
0.7,bucket_6.arff,Prediction,0.003634929656982422,0.0,98.4,
0.7,bucket_6.arff,Accuracy,0,0,93.8,0.5238095238095238
0.7,bucket_7.arff,Scaling,0.003173828125,0.0,0.0,
0.7,bucket_7.arff,Training,0.0016398429870605469,0.0,99.3,
0.7,bucket_7.arff,Prediction,0.05309486389160156,0.0,99.2,
0.7,bucket_7.arff,Accuracy,0,0,93.7,0.5718157181571816
0.7,bucket_8.arff,Scaling,0.0028090476989746094,0.0,0.0,
0.7,bucket_8.arff,Training,0.0013959407806396484,0.05078125,98.6,
0.7,bucket_8.arff,Prediction,0.025846004486083984,0.0,98.8,
0.7,bucket_8.arff,Accuracy,0,0,94.7,0.599406528189911
